vote_column,dim1,dim2,poll_id,poll_label,accepted,committee,url
v050,0.09825341506497742,0.0337047049068429,4808,Änderung des Bundeszentralregistergesetzes,TRUE,Rechtsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/aenderung-des-bundeszentralregistergesetzes
v051,0.07415031442518455,-0.09544757959947686,4826,Einführung des Bürgergeldes,TRUE,Haushaltsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/einfuehrung-des-buergergeldes
v052,0.07405181976783225,-0.09287999735137042,4827,Wahlwiederholung der Bundestagswahl in 431 Berliner Wahlbezirken,TRUE,"Ausschuss für Wahlprüfung, Immunität und Geschäftsordnung",https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/wahlwiederholung-der-bundestagswahl-in-431-berliner-wahlbezirken
v053,0.07426948372333728,-0.08363777727425142,4828,Weiterbetrieb deutscher Atomkraftwerke bis zum 15. April 2023,TRUE,"Ausschuss für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz",https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/weiterbetrieb-deutscher-atomkraftwerke-bis-zum-15-april-2023
v054,0.003492954668168007,-0.0014446238335120572,4830,Vermögensabgabe für Milliardär:innen und Multimillionär:innen (Antrag),FALSE,NA,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/vermoegensabgabe-fuer-milliardaerinnen-und-multimillionaerinnen-antrag
v055,0.1016051652311496,0.04919752441072282,4831,Inflationsausgleichsgesetz,TRUE,Finanzausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/inflationsausgleichsgesetz
v056,0.07211084226307211,-0.08789084620872749,4832,Änderung des Infektionsschutzgesetzes (Triage-Entscheidungen),TRUE,Gesundheitsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/aenderung-des-infektionsschutzgesetzes-triage-entscheidungen
v057,0.07400805147746961,-0.0952178251819627,4861,Änderung des Energiesicherungsgesetzes,TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/aenderung-des-energiesicherungsgesetzes
v058,0.07367216074071625,-0.09223592587493305,4862,Der Bundeshaushalt 2023,TRUE,Haushaltsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/der-bundeshaushalt-2023
v059,0.07327908368114411,-0.09651479109964331,4863,Etat des Bundeskanzlers und des Bundeskanzleramtes 2023,TRUE,Haushaltsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/etat-des-bundeskanzlers-und-des-bundeskanzleramtes-2023
v060,0.09858138099176895,0.03620315257861751,4864,Einigungsvorschlag zum Bürgergeld-Gesetz,TRUE,Ausschuss für Arbeit und Soziales,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/einigungsvorschlag-zum-buergergeld-gesetz
v061,0.10426283100331554,0.04885830611772132,4866,Digitale Verkündung von Bundesgesetzen und Verordnungen,TRUE,Rechtsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/digitale-verkuendung-von-bundesgesetzen-und-verordnungen
v062,0.09836405162503262,0.03476898158768792,4871,Vor­gezogener Braunkohle­ausstieg im Rheinischen Revier,TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/vor-gezogener-braunkohle-ausstieg-im-rheinischen-revier
v063,0.09801561801810653,0.03841467017013065,4872,Ratifizierung des CETA-Abkommens,TRUE,Wirtschaftsausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/ratifizierung-des-ceta-abkommens
v064,0.07591000321204895,-0.08287999764096247,4876,Chancen-Aufenthaltsrecht,TRUE,Ausschuss für Inneres und Heimat,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/chancen-aufenthaltsrecht
v065,0.07521215602794867,-0.08262941914802337,4877,Jahressteuergesetz 2022,TRUE,Finanzausschuss,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/jahressteuergesetz-2022
v066,0.07347612552807505,-0.09383057527633287,4889,Preisbremsen für leitungsgebundenes Erdgas und Wärme,TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/preisbremsen-fuer-leitungsgebundenes-erdgas-und-waerme
v067,0.0756504726638474,-0.08863050891715663,4890,Einführung einer Strompreisbremse,TRUE,Ausschuss für Klimaschutz und Energie,https://www.abgeordnetenwatch.de/bundestag/20/abstimmungen/einfuehrung-einer-strompreisbremse
